flat,school,school_dist,num_school_2km
250 BANGKIT RD,Beacon Primary School,0.3643465523793559,9
716 YISHUN ST 71,Jiemin Primary School,0.3719628801567179,12
18 MARINE TER,Tao Nan School,0.3824045762068811,8
327 TAH CHING RD,Lakeside Primary School,0.5542735902263866,9
7 JLN BT MERAH,Gan Eng Seng Primary School,0.8621439149180804,6
338 BT BATOK ST 34,St. Anthony's Primary School,0.19890214624873784,8
443 YISHUN AVE 11,Huamin Primary School,0.35839607164089443,14
706 WOODLANDS DR 40,Admiralty Primary School,0.4888862681275718,17
6 FARRER RD,Nanyang Primary School,0.39157803189877555,3
321 TAH CHING RD,Lakeside Primary School,0.7049157770243579,10
360 BT BATOK ST 31,Dazhong Primary School,0.3177705401014326,9
805 KING GEORGE'S AVE,Stamford Primary School,0.656342823851363,7
486 PASIR RIS DR 4,Pasir Ris Primary School,0.3456953025024901,6
235 BT PANJANG RING RD,Zhenghua Primary School,0.26231495365764895,9
751 YISHUN ST 72,Jiemin Primary School,0.4319948292270636,14
129 SIMEI ST 1,Angsana Primary School,0.3748987578409515,23
94C BEDOK NTH AVE 4,St. Anthony's Primary School,0.19783926170684452,18
219C BEDOK CTRL,Bedok Green Primary School,0.5095957789815919,12
111A DEPOT RD,Blangah Rise Primary School,0.5504450423616654,6
228 PASIR RIS ST 21,Pasir Ris Primary School,0.16138452879569407,10
335 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.4980311098900916,12
222A SUMANG LANE,Punggol Green Primary School,0.5955132094311294,23
931 YISHUN CTRL 1,Northland Primary School,0.7407323398373328,14
359C ADMIRALTY DR,Canberra Primary School,0.2673262803609775,12
425 JURONG WEST AVE 1,Shuqun Primary School,0.47975207341513737,10
16 ST. GEORGE'S RD,Bendemeer Primary School,0.40858666967200213,11
305 CHOA CHU KANG AVE 4,South View Primary School,0.4757138977043466,11
505 BEDOK NTH AVE 3,Red Swastika School,0.191586933560659,13
91 TANGLIN HALT RD,New Town Primary School,0.14223548858629928,4
48 LOWER DELTA RD,Alexandra Primary School,0.2878455076731199,8
103B DEPOT RD,Gan Eng Seng Primary School,0.6005203383967991,9
225B COMPASSVALE WALK,Seng Kang Primary School,0.20394795115533085,24
4 QUEEN'S RD,Nanyang Primary School,0.22552139164326296,3
346 CHOA CHU KANG LOOP,South View Primary School,0.26198338304831825,11
154 BT BATOK ST 11,Princess Elizabeth Primary School,0.3676736870019535,12
125 SERANGOON NTH AVE 1,Zhonghua Primary School,0.7346480000123102,8
327C SUMANG WALK,Punggol Cove Primary School,0.13056306943313684,16
106 PASIR RIS ST 12,White Sands Primary School,0.4433534703025221,13
357C ADMIRALTY DR,Canberra Primary School,0.24936922976272874,10
242 HOUGANG ST 22,Xinghua Primary School,0.19719841674201902,9
623 WOODLANDS DR 52,Woodlands Ring Primary School,0.1658375607599633,17
39 CAMBRIDGE RD,St. Joseph's Institution Junior,0.35313731207013416,13
647 JURONG WEST ST 61,Jurong West Primary School,0.1885065623568136,12
413 BEDOK NTH AVE 2,Fengshan Primary School,0.08847748131803071,11
683A EDGEDALE PLAINS,Oasis Primary School,0.4747299451476724,16
328 SERANGOON AVE 3,Yangzheng Primary School,0.18339031547775414,17
89 C'WEALTH DR,New Town Primary School,0.640154518609933,6
59 TELOK BLANGAH HTS,Blangah Rise Primary School,0.5584611665741691,7
781 PASIR RIS ST 71,Park View Primary School,0.40355020892409954,10
913 JURONG WEST ST 91,Xingnan Primary School,0.0835900148280285,9
98 ALJUNIED CRES,Geylang Methodist School (Primary),0.416560642614484,9
160 BT BATOK ST 11,Princess Elizabeth Primary School,0.11844679419750696,12
177 TOA PAYOH CTRL,Kheng Cheng School,0.41964716249459605,16
456 CLEMENTI AVE 3,Pei Tong Primary School,0.47706006524019123,7
36 CIRCUIT RD,Canossa Catholic Primary School,0.5859078755601164,11
261D SENGKANG EAST WAY,Compassvale Primary School,0.34672771866728236,22
123D RIVERVALE DR,North Spring Primary School,0.11498393694680308,22
1 CHANGI VILLAGE RD,Pasir Ris Primary School,3.335297976578857,0
775 WOODLANDS CRES,Riverside Primary School,0.27084172702152526,17
311D ANCHORVALE LANE,Anchor Green Primary School,0.31962136672709274,17
165A PUNGGOL CTRL,Greendale Primary School,0.31528123621490517,18
307C ANG MO KIO AVE 1,Teck Ghee Primary School,0.6441010707645993,9
363 CLEMENTI AVE 2,Pei Tong Primary School,0.40117191734848856,7
374 CLEMENTI AVE 4,Pei Tong Primary School,0.27679132119025207,7
898A WOODLANDS DR 50,Woodlands Ring Primary School,0.31070257404836904,19
859 WOODLANDS ST 83,Woodlands Primary School,0.43769664049306006,17
23 BEDOK STH AVE 1,Bedok Green Primary School,0.5696329099521789,12
7 EVERTON PK,Cantonment Primary School,0.19016016096400057,7
412 TAMPINES ST 41,Tampines Primary School,0.2969461452656203,26
341 CLEMENTI AVE 5,Pei Tong Primary School,0.33007473816057314,7
690F WOODLANDS DR 75,Greenwood Primary School,0.43094774510418293,17
250 CHOA CHU KANG AVE 2,South View Primary School,0.27970550781091974,11
14 MARINE TER,Ngee Ann Primary School,0.321624856873379,9
223 SIMEI ST 4,Changkat Primary School,0.6421101667172662,15
445B FERNVALE RD,Sengkang Green Primary School,0.14139123578758808,6
54 LOR 5 TOA PAYOH,Kheng Cheng School,0.3608334098675222,15
234 BT PANJANG RING RD,Zhenghua Primary School,0.29750243142288946,9
203 SERANGOON CTRL,Yangzheng Primary School,0.64566659304352,12
48 STRATHMORE AVE,Queenstown Primary School,0.19984689652697477,6
274A COMPASSVALE BOW,Palm View Primary School,0.26035545986763947,19
455A ANG MO KIO ST 44,Jing Shan Primary School,0.7490297148255938,10
671B JURONG WEST ST 65,West Grove Primary School,0.30764610055671215,15
770 PASIR RIS ST 71,Meridian Primary School,0.14472461992035943,6
201C COMPASSVALE DR,Palm View Primary School,0.4987475410666657,22
114 POTONG PASIR AVE 1,St. Andrew's Junior School,0.6272997859463872,19
643 WOODLANDS RING RD,Greenwood Primary School,0.4228084867331208,17
471B FERNVALE ST,Sengkang Green Primary School,0.7084121195162221,7
131 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.6073735092919587,12
666 CHOA CHU KANG CRES,Unity Primary School,0.34781182788397724,4
56 TELOK BLANGAH HTS,Blangah Rise Primary School,0.47069954652448215,7
298 YISHUN ST 20,Yishun Primary School,0.28880557464403306,12
473 SEMBAWANG DR,Canberra Primary School,0.0744463692589315,10
663C PUNGGOL DR,Waterway Primary School,0.2025646044441111,11
279 TAMPINES ST 22,Angsana Primary School,0.24062918505908848,23
173 WOODLANDS ST 13,Fuchun Primary School,0.2605937427112573,11
121 PASIR RIS ST 11,Casuarina Primary School,0.6786663530381304,18
612 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.560929028670835,11
404 PANDAN GDNS,Qifa Primary School,1.0922522694334362,4
172 GANGSA RD,Zhenghua Primary School,0.29473877020737776,11
120 BEDOK NTH ST 2,Red Swastika School,0.5105849442797661,15
636 YISHUN ST 61,Northland Primary School,0.22166022526511223,12
1B CANTONMENT RD,Cantonment Primary School,0.3031705052475646,7
684C WOODLANDS DR 62,Greenwood Primary School,0.1539344264650988,18
163 GANGSA RD,Bukit Panjang Primary School,0.6209559983333007,11
186B RIVERVALE DR,Rivervale Primary School,0.13496781343541975,23
482 JURONG WEST ST 41,Shuqun Primary School,0.36453490873300093,13
335C ANCHORVALE CRES,Springdale Primary School,0.46199629386284796,19
727 TAMPINES ST 71,Poi Ching School,0.15026032894546545,19
157 HOUGANG ST 11,Methodist Girls' School (Primary),0.705087623475066,13
279B SENGKANG EAST AVE,Palm View Primary School,0.2571049014439549,22
669B EDGEFIELD PLAINS,Oasis Primary School,0.3220111272185089,20
511 JURONG WEST ST 52,Rulang Primary School,0.17171342860569458,8
636 WOODLANDS RING RD,Greenwood Primary School,0.40418238696734443,17
421 JURONG WEST ST 42,Jurong Primary School,0.6749701747735561,12
880 TAMPINES AVE 8,St. Hilda's Primary School,0.6515818430170586,10
611 YISHUN ST 61,Naval Base Primary School,0.5213562551925389,12
679A JURONG WEST CTRL 1,Westwood Primary School,0.672229501314115,14
357 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.17475080805681403,14
401 BEDOK NTH AVE 3,Fengshan Primary School,0.24768296855773458,13
425 CHOA CHU KANG AVE 4,Concord Primary School,0.342502801288835,8
725 ANG MO KIO AVE 6,Mayflower Primary School,0.5683249408858975,8
619B PUNGGOL DR,Oasis Primary School,0.1752677574055988,23
103 PASIR RIS ST 12,White Sands Primary School,0.35586128492214564,13
142 JLN BT MERAH,CHIJ (Kellock),0.21983727506360345,7
640 PASIR RIS DR 1,Park View Primary School,0.20229589642690035,10
667 HOUGANG AVE 4,Xinmin Primary School,0.277712572600792,15
240 SERANGOON AVE 2,Yangzheng Primary School,0.5158273733453573,14
439 CHOA CHU KANG AVE 4,Concord Primary School,0.5251177345894484,9
122 PENDING RD,Zhenghua Primary School,0.2231554354146022,11
104B ANG MO KIO ST 11,Ang Mo Kio Primary School,0.2750298516873233,9
3B UPP BOON KENG RD,Bendemeer Primary School,1.1717235550499474,7
303 TAMPINES ST 32,Chongzheng Primary School,0.5177824188353299,21
118A JLN MEMBINA,Zhangde Primary School,0.31052333908482244,11
742 YISHUN AVE 5,Jiemin Primary School,0.3737340816197103,14
406 YISHUN AVE 6,North View Primary School,0.19854760236126925,11
210C PUNGGOL PL,Punggol Green Primary School,0.2608453018242443,27
22 HAVELOCK RD,Zhangde Primary School,0.6032335233856665,9
77 LOR LIMAU,Hong Wen School,0.4834388972850974,14
108A CANBERRA WALK,Wellington Primary School,1.0991848177068275,9
430 CLEMENTI AVE 3,Clementi Primary School,0.2065365807594953,6
101 CLEMENTI ST 14,Pei Tong Primary School,0.6223984173185213,10
207 CHOA CHU KANG CTRL,South View Primary School,0.16964200973049695,12
93 C'WEALTH DR,New Town Primary School,0.6203395433160176,6
632B PUNGGOL DR,Horizon Primary School,0.14612676687008952,23
420 JURONG WEST ST 42,Jurong Primary School,0.706469546566409,12
476 JURONG WEST ST 41,Shuqun Primary School,0.29616467162937915,13
402 YISHUN RING RD,North View Primary School,0.14899927434316307,12
271C SENGKANG CTRL,North Vista Primary School,0.2971197344308993,24
69 BEDOK STH AVE 3,Temasek Primary School,0.2837663689862542,7
540 BEDOK NTH ST 3,Damai Primary School,0.4876051488622555,10
427 BEDOK NTH RD,Fengshan Primary School,0.4491614711462247,12
312 HOUGANG AVE 5,Holy Innocents' Primary School,0.16413183131093045,12
855 JURONG WEST ST 81,West Grove Primary School,0.41204704514876417,12
670C EDGEFIELD PLAINS,Oasis Primary School,0.322943842345165,20
235 COMPASSVALE WALK,Seng Kang Primary School,0.1572116555521053,27
556 CHOA CHU KANG NTH 6,De La Salle School,0.1346232706611806,9
213 TAMPINES ST 23,Chongzheng Primary School,0.5328959382814847,25
753 WOODLANDS CIRCLE,Evergreen Primary School,0.18277267491852325,17
716 CLEMENTI WEST ST 2,Qifa Primary School,1.4376161455612189,6
8 ST. GEORGE'S LANE,Hong Wen School,0.32084923295001777,10
324 TAH CHING RD,Lakeside Primary School,0.629934258368751,9
353 WOODLANDS AVE 1,Si Ling Primary School,0.11716586650250549,14
11 TECK WHYE LANE,Teck Whye Primary School,0.4686737846223638,13
71 MARINE DR,Tao Nan School,0.3022235399880654,8
98 WHAMPOA DR,Hong Wen School,0.3875205439186423,15
923 JURONG WEST ST 92,Pioneer Primary School,0.23297897254168431,9
369 YUNG AN RD,Lakeside Primary School,0.23094719404744385,9
659 YISHUN AVE 4,Northland Primary School,0.19341578559897316,14
413 ANG MO KIO AVE 10,Teck Ghee Primary School,0.3788094683677624,15
564 PASIR RIS ST 51,Elias Park Primary School,0.8468800186099698,19
457 CLEMENTI AVE 3,Pei Tong Primary School,0.48789619575781185,7
357 YISHUN RING RD,Huamin Primary School,0.22802997121845162,14
105 HENDERSON CRES,Alexandra Primary School,0.2613492260781015,9
411 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.37052013950136353,8
402 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.3106584105065377,9
111 HO CHING RD,Lakeside Primary School,0.7514299708915775,9
112 EDGEFIELD PLAINS,Mee Toh School,0.2455667898055822,26
751 JURONG WEST ST 73,Westwood Primary School,0.1526596765690689,12
605 JURONG WEST ST 62,Jurong West Primary School,0.11599823253627857,12
406 PASIR RIS DR 6,Casuarina Primary School,0.23202858019918463,13
504A YISHUN ST 51,Northland Primary School,0.47544644086698,10
180B MARSILING RD,Marsiling Primary School,0.7792335734270466,12
10 JLN RUMAH TINGGI,Queenstown Primary School,0.8226180480046028,6
348 CLEMENTI AVE 5,Pei Tong Primary School,0.37250405957642374,7
38 KIM PONG RD,Zhangde Primary School,0.5113486012075987,9
113 WHAMPOA RD,Hong Wen School,0.4531702655811162,14
83 LOR 2 TOA PAYOH,Kheng Cheng School,0.19101475262553988,14
612 SENJA RD,West View Primary School,0.08858442914083525,12
802 FRENCH RD,Stamford Primary School,0.5592770994928082,9
111 SERANGOON NTH AVE 1,Rosyth School,0.6498434824120516,8
804 YISHUN RING RD,Peiying Primary School,0.12694436980521376,10
50 HAVELOCK RD,Alexandra Primary School,0.31650890185267266,8
418B FERNVALE LINK,Sengkang Green Primary School,0.5895839034637302,10
15 BEDOK STH RD,Bedok Green Primary School,0.38248742018571985,10
112 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.4600938838424104,12
79B TOA PAYOH CTRL,Kheng Cheng School,0.30761138703222585,16
299A COMPASSVALE ST,Rivervale Primary School,0.3794603048779378,28
817 TAMPINES ST 81,St. Hilda's Primary School,0.19664980889170935,27
181 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.1593668398543153,17
605 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.30011004352417747,9
664 JLN DAMAI,Telok Kurau Primary School,0.4046903086625485,7
758 WOODLANDS AVE 6,Evergreen Primary School,0.20582248312117601,17
131 BISHAN ST 12,Guangyang Primary School,0.1665124557912478,17
306 CHOA CHU KANG AVE 4,South View Primary School,0.5247303502875125,11
111 HOUGANG AVE 1,Xinghua Primary School,0.3871906407355444,7
408 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.28263727151466916,8
291B COMPASSVALE ST,Compassvale Primary School,0.17055074613762414,28
328 HOUGANG AVE 5,Holy Innocents' Primary School,0.3355026637825301,13
928 YISHUN CTRL 1,Xishan Primary School,0.6938961251134877,14
201 BEDOK NTH ST 1,Fengshan Primary School,0.5646654226528596,11
675A JURONG WEST ST 64,Westwood Primary School,0.3797086695843557,15
291A BT BATOK ST 24,Keming Primary School,0.15500522550509685,10
102 GANGSA RD,Zhenghua Primary School,0.13797531007408384,11
222 SIMEI ST 4,Changkat Primary School,0.551958085496187,15
645 JURONG WEST ST 61,Jurong West Primary School,0.2611417991785143,12
133 CLARENCE LANE,Gan Eng Seng Primary School,0.7505571464190781,7
355A YISHUN RING RD,Huamin Primary School,0.11529432072830251,14
138 SERANGOON NTH AVE 2,Rosyth School,0.5192698090759609,10
137 PASIR RIS ST 11,White Sands Primary School,0.4075480898432145,19
677D PUNGGOL DR,Oasis Primary School,0.1753740126832187,21
342 CHOA CHU KANG LOOP,South View Primary School,0.2520999924540852,11
63B LENGKOK BAHRU,Gan Eng Seng Primary School,0.3856326513980227,7
51 CIRCUIT RD,St. Margaret's Primary School,0.43312349890114943,9
416 SAUJANA RD,Greenridge Primary School,0.3066238934926617,11
261C PUNGGOL WAY,Valour Primary School,0.3196862846339982,22
228 JURONG EAST ST 21,Yuhua Primary School,0.5364850848344546,8
303B ANCHORVALE LINK,Palm View Primary School,0.437473556147165,24
38 BEO CRES,Alexandra Primary School,0.44296107362657766,8
207 ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.527275743753716,9
209 TOA PAYOH NTH,Marymount Convent School,0.5582328372082547,13
425 FAJAR RD,Greenridge Primary School,0.18938822795620971,9
144 YISHUN ST 11,Ahmad Ibrahim Primary School,0.29365633722432094,15
2 DOVER RD,Fairfield Methodist School (Primary),0.36666644049193714,4
109 WHAMPOA RD,Hong Wen School,0.6332390081411784,14
522 HOUGANG AVE 6,Montfort Junior School,0.23645804787167962,17
251 KIM KEAT LINK,Pei Chun Public School,0.6078280907358834,16
223C COMPASSVALE WALK,Seng Kang Primary School,0.240020732584602,26
116B RIVERVALE DR,North Spring Primary School,0.5610263306336897,19
412 YISHUN RING RD,North View Primary School,0.2592494000976562,12
28 KELANTAN RD,Stamford Primary School,0.2603509382733721,10
19 EUNOS CRES,Eunos Primary School,0.15030394643350156,8
121 YUAN CHING RD,Lakeside Primary School,0.7215236928341614,9
290G BT BATOK ST 24,Keming Primary School,0.2326866307749519,10
37 CHAI CHEE AVE,Opera Estate Primary School,0.6640149339946816,12
147 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.43447058339946637,7
299 YISHUN ST 20,Yishun Primary School,0.3277609987828532,12
820 TAMPINES ST 81,St. Hilda's Primary School,0.18886147335604356,26
59 MARINE TER,Ngee Ann Primary School,0.3073099940555762,10
167 WOODLANDS ST 11,Marsiling Primary School,0.25086538782125334,11
507A YISHUN AVE 4,Naval Base Primary School,0.16249808436399615,9
542 WOODLANDS DR 16,Innova Primary School,0.362515681304668,17
268A COMPASSVALE LINK,North Vista Primary School,0.16729945380026628,23
704 JURONG WEST ST 71,Jurong West Primary School,0.4409985444255982,11
311 SERANGOON AVE 2,CHIJ Our Lady of Good Counsel,0.480492649294129,13
146 POTONG PASIR AVE 1,St. Andrew's Junior School,0.2406333004869278,14
465 UPP SERANGOON RD,CHIJ Our Lady of the Nativity,0.16649190598625438,15
543 ANG MO KIO AVE 10,Jing Shan Primary School,0.5107197098604926,7
419 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.46174743192956924,9
429 WOODLANDS ST 41,Fuchun Primary School,0.7232406111159709,5
891A TAMPINES AVE 8,St. Hilda's Primary School,0.6767388388753883,14
10 HOLLAND AVE,New Town Primary School,1.1426315340995574,5
792 YISHUN RING RD,Peiying Primary School,0.42193334076376243,12
286A COMPASSVALE CRES,Compassvale Primary School,0.368826912771268,27
250 YISHUN AVE 9,Chongfu School,0.4118165563646462,11
405 PASIR RIS DR 6,Casuarina Primary School,0.1765420989248852,13
13 JOO SENG RD,Cedar Primary School,0.40984757315081116,10
57 CHAI CHEE DR,Opera Estate Primary School,0.7619406260825952,11
63 NEW UPP CHANGI RD,Bedok Green Primary School,0.23228413098264503,10
55 LOR 5 TOA PAYOH,Kheng Cheng School,0.450649674836438,15
72 TELOK BLANGAH HTS,Blangah Rise Primary School,0.10699961038161207,4
107B EDGEFIELD PLAINS,Mee Toh School,0.2871847912993754,26
980A BUANGKOK CRES,Hougang Primary School,0.24431406766262317,15
103C EDGEFIELD PLAINS,Rivervale Primary School,0.42645318916348973,26
772 BEDOK RESERVOIR VIEW,St. Anthony's Primary School,0.4183494704875445,16
141 LOR AH SOO,Methodist Girls' School (Primary),0.4155074606109767,9
331 SERANGOON AVE 3,Yangzheng Primary School,0.21134049054187407,16
44 MARINE CRES,Tao Nan School,0.1813808310489831,8
593B MONTREAL LINK,Wellington Primary School,0.6727818895047715,8
448 JURONG WEST ST 42,Shuqun Primary School,0.5991420415825596,8
108 HOUGANG AVE 1,Xinghua Primary School,0.5693726887688062,6
120 SERANGOON NTH AVE 1,Rosyth School,0.7603597778291369,7
167 HOUGANG AVE 1,Methodist Girls' School (Primary),0.46566475202210506,6
618B PUNGGOL DR,Horizon Primary School,0.2554574351467762,23
