SEARCHVAL,LATITUDE,LONGITUDE
OCBC SENGKANG EAST AVE - FAIRPRICE,1.386218354,103.8930383
DBS THOMSON BRANCH,1.354794362,103.8309249
OCBC THOMSON PLAZA,1.354837432,103.8309725
THOMSON PLAZA,1.354669025,103.8309198
UOB THOMSON PLAZA,1.354799148,103.831001
122 ANG MO KIO AVENUE 3 SINGAPORE 560122,1.370188607,103.8434132
DBS NTUC BUKIT PANJANG RING ROAD,1.377600591,103.7724897
BUKIT PANJANG HAWKER CENTRE,1.377597423,103.7724915
DBS NTUC YISHUN RING ROAD 1,1.424528491,103.8465955
414 YISHUN RING ROAD SINGAPORE 760414,1.424528497,103.8465955
OCBC YISHUN RING ROAD - FAIRPRICE,1.424528491,103.8465955
DBS BEDOK SOUTH ROAD,1.320439328,103.9347819
UOB BEDOK SOUTH ROAD,1.320527715,103.9347643
18 BEDOK SOUTH ROAD SINGAPORE 460018,1.320625049,103.9347342
ENTERPRISE HUB,1.336773733,103.7543622
UOB ENTERPRISE HUB,1.336830976,103.7543414
DBS TUAS SOUTH RECREATION CLUB,1.270195854,103.6344796
TUAS SOUTH RECREATION CENTRE,1.270309778,103.6341639
THOMSON IMPERIAL COURT,1.351844992,103.8360536
2 JOO CHIAT ROAD SINGAPORE 420002,1.315539644,103.8987649
JOO CHIAT COMPLEX,1.315521868,103.8990541
OCBC JOO CHIAT ROAD - FAIRPRICE,1.315521869,103.8989922
DBS NTUC JOO CHIAT COMPLEX,1.315671964,103.8991832
442 JURONG WEST AVENUE 1 SINGAPORE 640442,1.351518475,103.7194965
DBS QUAYSIDE ISLE,1.247069979,103.842183
QUAYSIDE ISLE,1.247070375,103.8421961
QUAYSIDE ISLE PREPARATORY SCHOOL,1.247758619,103.8419211
CORNELL-NANYANG INSTITUTE OF HOSPITALITY MANAGEMENT (BLK S3) (NTU),1.343822609,103.6827738
DBS NTU CANTEEN B,1.344451569,103.6809628
UOB NANYANG TECHNOLOGICAL UNIVERSITY,1.344477868,103.6801931
NANYANG AUDITORIUM,1.344218416,103.6801522
NANYANG TECHNOLOGICAL UNIVERSITY (CANTEEN 1),1.346561985,103.6859715
NANYANG TECHNOLOGICAL UNIVERSITY (CANTEEN B),1.342375827,103.6824678
NANYANG TECHNOLOGICAL UNIVERSITY (LT2A),1.346602835,103.6813559
NANYANG TECHNOLOGICAL UNIVERSITY (N1)(SCH OF CIVIL & ENVTL ENGRG),1.345735904,103.6796732
NANYANG TECHNOLOGICAL UNIVERSITY (N1.1),1.346153576,103.6789966
NANYANG TECHNOLOGICAL UNIVERSITY (N2) (LIBRARY 2),1.346605107,103.6797858
NANYANG TECHNOLOGICAL UNIVERSITY (NTU),1.346764658,103.6788181
NANYANG TECHNOLOGICAL UNIVERSITY (S1)(SCH OF ELCTL & ELCTNC ENGRG),1.343074707,103.6801713
NANYANG TECHNOLOGICAL UNIVERSITY (S2.1),1.342890699,103.680613
NANYANG TECHNOLOGICAL UNIVERSITY (S3) (NANYANG BUSINESS SCHOOL),1.343767875,103.6827156
NANYANG TECHNOLOGICAL UNIVERSITY (S4)(S.RJRTM SCH OF INTL STUDIES),1.344393445,103.6821159
NANYANG TECHNOLOGICAL UNIVERSITY (SIMTECH VALLEY BLOCK),1.348233457,103.6827298
NANYANG TECHNOLOGICAL UNIVERSITY (SOUTH SPINE),1.342658164,103.6810014
NANYANG TECHNOLOGICAL UNIVERSITY (TAN CHIN TUAN LECTURE THEATRE),1.345217256,103.681186
OCBC NANYANG TECHNOLOGICAL UNIVERSITY (NTU CANTEEN 2),1.348428937,103.6854513
OCBC NANYANG TECHNOLOGICAL UNIVERSITY (NTU CANTEEN B),1.342427628,103.6825131
ADMIRALTY PLACE,1.439983666,103.8012931
MY FIRST SKOOL,1.439983664,103.8012931
BAYSHORE PARK,1.311795442,103.9368945
293 YISHUN STREET 22 SINGAPORE 760293,1.436114254,103.8376052
UOB YISHUN STREET 22,1.435915985,103.8378584
JALAN KAYU ESTATE,1.396576911,103.8728604
JALAN KAYU ESTATE,1.39657691,103.8728604
280 TAMPINES STREET 22 SINGAPORE 520280,1.347535197,103.9517028
COCHRANE LODGE I,1.459436336,103.8203571
GREAT WORLD CITY,1.293422727,103.8320221
HSBC GREAT WORD CITY,1.293526325,103.8320712
UOB GREAT WORLD CITY,1.293475962,103.8319759
EMBASSY OF THE REPUBLIC OF KAZAKHSTAN,1.293410628,103.8318526
GOLDEN VILLAGE (GV GRAND),1.293203084,103.8323108
BRIGHTON MONTESSORI CENTRES PTE. LTD.,1.293802351,103.8317579
DBS GREAT WORLD CITY,1.293475962,103.8319759
DBS GREAT WORLD CITY BRANCH,1.293475962,103.8319759
BLUE RIVERVIEW,1.450008617,103.8141109
WHAMPOA COURT,1.324715797,103.8577529
DBS WESTLITE DORMITORY (WOODLANDS),1.461464553,103.8095631
WESTLITE WOODLANDS,1.461501641,103.8094715
OCBC DOVER CRESCENT - FAIRPRICE,1.304460927,103.7817797
DBS NTUC DOVER CRESCENT,1.304460927,103.7817797
DOVER GARDENS,1.304763568,103.7816972
OCBC SUN PLAZA - FAIRPRICE,1.448194368,103.8194644
DBS NTUC SUN PLAZA,1.448200366,103.8195301
SEMBAWANG PUBLIC LIBRARY,1.448196666,103.8194986
OCBC SUN PLAZA BRANCH,1.448194368,103.8194644
SUN PLAZA,1.448195354,103.8195021
UOB SUN PLAZA,1.448231135,103.8195237
HOMESTAY LODGE,1.338096741,103.9099467
DBS 5 STAR DORMITORY,1.338094456,103.9099565
PCF SPARKLETOTS PRESCHOOL@ANG MO KIO-HOUGANG 642 (CC),1.371703435,103.879939
642 HOUGANG AVENUE 8 SINGAPORE 530642,1.371698789,103.8799483
ISMART MONTESSORI,1.379047756,103.7729375
BUKIT PANJANG NEIGHBOURHOOD CENTRE,1.379047759,103.773004
HOLLAND-BUKIT PANJANG TOWN COUNCIL (BANGKIT OFFICE),1.379047757,103.7729375
RIDGEWOOD CONDOMINIUM,1.31661898,103.7789473
DBS JALAN KAYU 447A,1.392138285,103.8724906
FERNVALE LODGE,1.392138285,103.8724906
OCBC JALAN KAYU - FAIRPRICE,1.392138285,103.8724906
110 LENGKONG TIGA SINGAPORE 410110,1.323653452,103.9108536
OCBC LENGKONG TIGA - FAIRPRICE,1.323976876,103.9106896
DBS NTUC LENGKONG TIGA,1.323878365,103.910715
DBS NTUC TOA PAYOH CENTRAL,1.332892574,103.8471283
HDB HUB,1.332855429,103.8470923
OCBC TOA PAYOH LORONG 6 - FAIRPRICE,1.332761179,103.8471182
CITIBANK TOA PAYOH HUB,1.332965497,103.8470503
SEASTRAND,1.375588309,103.9608397
CATHAY CINEPLEX PARKWAY PARADE,1.300917361,103.9053393
OCBC PARKWAY PARADE,1.301152599,103.9052818
PARKWAY PARADE,1.301069755,103.9052795
DBS DBS TREASURES AT PARKWAY PARADE,1.30106068,103.9053395
DBS PARKWAY PARADE BRANCH,1.30106068,103.9053395
MARINE PARADE POST OFFICE,1.301041961,103.905505
HSBC MARINE PARADE BRANCH,1.301263872,103.9051328
UOB PARKWAY PARADE BRANCH,1.301128413,103.9052049
MY FIRST SKOOL,1.301191315,103.9051136
ITE COLLEGE CENTRAL,1.377892049,103.856412
CARPE DIEM @ ITE PTE. LTD.,1.377892041,103.856412
DBS ITE COLLEGE CENTRAL BRANCH,1.377892049,103.856412
INSTITUTE OF TECHNICAL EDUCATION (ITE),1.377244479,103.8564312
ITE HEADQUARTERS,1.377509461,103.8564135
342 TANJONG KATONG ROAD SINGAPORE 437112,1.303733874,103.8964983
342A TANJONG KATONG ROAD SINGAPORE 437112,1.303733874,103.8964983
BUKIT TIMAH PLAZA,1.338759307,103.7786001
DBS BUKIT TIMAH BRANCH,1.338631653,103.7785854
DBS NTUC BUKIT TIMAH PLAZA,1.338631653,103.7785854
UOB BUKIT TIMAH PLAZA,1.338631653,103.7785854
OCBC BUKIT TIMAH PLAZA - FAIRPRICE,1.338631653,103.7785854
DBS NTUC TAMPINES STREET 11,1.345281448,103.9453443
OCBC TAMPINES STREET 11 - 7 ELEVEN,1.345319549,103.9453847
138 TAMPINES STREET 11 SINGAPORE 521138,1.345504506,103.9455884
DBS TAMPINES STREET 11,1.345281448,103.9453443
